snapshot_date,id,namespace,name,provider,downloads,verified,source,published_at,latest_version,description
2026-07-13,Azure/avm-res-network-publicipaddress/azurerm/0.2.1,Azure,avm-res-network-publicipaddress,azurerm,767041,True,https://github.com/Azure/terraform-azurerm-avm-res-network-publicipaddress,2026-01-23T08:59:44.705302Z,0.2.1,Terraform Azure Verified Resource Module for Public IP Address
2026-07-13,Azure/network-security-group/azurerm/4.1.0,Azure,network-security-group,azurerm,677926,False,https://github.com/Azure/terraform-azurerm-network-security-group,2023-03-13T01:22:21.712891Z,4.1.0,Terraform module to create a network security group and assign it to the specified subnet
2026-07-13,Azure/avm-res-network-firewallpolicy/azurerm/0.3.4,Azure,avm-res-network-firewallpolicy,azurerm,677250,True,https://github.com/Azure/terraform-azurerm-avm-res-network-firewallpolicy,2025-12-01T09:05:02.44027Z,0.3.4,Terraform Azure Verified Resource Module for Azure Firewall Policy
2026-07-13,claranet/rg/azurerm/8.0.6,claranet,rg,azurerm,673769,False,https://github.com/claranet/terraform-azurerm-rg,2026-06-02T14:30:58.514321Z,8.0.6,Terraform module for Azure Resource Group
2026-07-13,Azure/network/azurerm/5.3.0,Azure,network,azurerm,659426,False,https://github.com/Azure/terraform-azurerm-network,2023-06-06T08:43:55.234576Z,5.3.0,Terraform Azure RM Module for Network
2026-07-13,Azure/avm-res-network-privateendpoint/azurerm/0.2.0,Azure,avm-res-network-privateendpoint,azurerm,594023,True,https://github.com/Azure/terraform-azurerm-avm-res-network-privateendpoint,2025-02-03T22:04:15.915597Z,0.2.0,AVM Terraform module for private endpoint
2026-07-13,Azure/avm-res-containerregistry-registry/azurerm/0.5.1,Azure,avm-res-containerregistry-registry,azurerm,581660,True,https://github.com/Azure/terraform-azurerm-avm-res-containerregistry-registry,2026-01-15T10:18:00.622506Z,0.5.1,Terraform Azure Verified Resource Module for Azure Container Registry (ACR)
2026-07-13,Azure/avm-res-web-site/azurerm/0.22.0,Azure,avm-res-web-site,azurerm,532012,True,https://github.com/Azure/terraform-azurerm-avm-res-web-site,2026-04-27T18:15:40.811303Z,0.22.0,
2026-07-13,Azure/avm-res-network-bastionhost/azurerm/0.9.0,Azure,avm-res-network-bastionhost,azurerm,503654,True,https://github.com/Azure/terraform-azurerm-avm-res-network-bastionhost,2025-11-24T10:03:54.052618Z,0.9.0,Terraform Azure Verified Resource Module for Bastion Host
2026-07-13,Azure/avm-res-network-azurefirewall/azurerm/0.4.0,Azure,avm-res-network-azurefirewall,azurerm,463799,True,https://github.com/Azure/terraform-azurerm-avm-res-network-azurefirewall,2025-06-24T14:31:16.943403Z,0.4.0,Azure Firewall AVM Module
